,Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,house_floor,no_floor
205,5/20/2022,2,5000,450,Carpet Area,Birati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
206,6/27/2022,3,15000,1400,Super Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
207,5/14/2022,1,5000,500,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
208,6/17/2022,2,6000,700,Carpet Area,Hatiara Extention,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
209,6/4/2022,3,18000,1200,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
210,6/21/2022,2,8000,450,Carpet Area,Andul,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,2
211,6/23/2022,1,13000,500,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors,1,Contact Agent,2,2
212,7/2/2022,2,7500,400,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
213,4/24/2022,3,12000,1000,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
214,6/4/2022,2,11000,750,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,1
215,6/24/2022,1,6000,450,Super Area,Baghajatin,Kolkata,Unfurnished,Family,1,Contact Owner,Ground,2
216,6/19/2022,3,20000,1000,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1,2
217,7/3/2022,2,7000,500,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1,1
218,6/19/2022,4,30000,1600,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,Ground,1
219,7/2/2022,2,7500,550,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,1
220,6/21/2022,1,6500,550,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
221,6/4/2022,1,3000,200,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
222,6/30/2022,2,5200,650,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,2
223,6/22/2022,2,25000,1000,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1,1
224,5/27/2022,2,12500,680,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
225,6/17/2022,2,8500,720,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
226,6/20/2022,2,3500,500,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,4,5
227,6/30/2022,2,7000,800,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
228,5/19/2022,1,3000,160,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
229,6/19/2022,2,14000,1200,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,1,2
230,6/17/2022,1,18000,700,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,Ground,4
231,6/13/2022,1,3500,1000,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
232,6/16/2022,2,16000,1250,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,Ground,1
233,5/6/2022,4,35000,1600,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,Ground,3
234,6/4/2022,2,21000,700,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
235,6/16/2022,1,4500,450,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
236,6/4/2022,2,15000,839,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
237,7/1/2022,1,4500,230,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
238,5/6/2022,1,5500,1800,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
239,5/10/2022,2,8500,800,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
240,5/27/2022,1,5000,500,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
241,5/22/2022,2,8500,620,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,1
242,4/24/2022,2,9000,650,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
243,5/23/2022,1,7500,550,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,2
244,4/23/2022,2,7000,450,Carpet Area,safuipara,Kolkata,Furnished,Bachelors,2,Contact Owner,1,3
245,4/24/2022,3,15000,1350,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2,Contact Owner,1,2
246,5/6/2022,2,7000,600,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
247,5/31/2022,3,10000,1200,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,2,4
248,6/25/2022,2,7000,700,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,2
249,6/27/2022,3,3200,800,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1,3
250,6/19/2022,2,6000,600,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
251,6/19/2022,2,12000,900,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
252,5/31/2022,2,6000,750,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
253,7/1/2022,3,10000,1250,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
254,5/31/2022,3,12000,1000,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,2
255,6/3/2022,2,8000,600,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
256,6/30/2022,2,5300,650,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
257,6/24/2022,2,5000,450,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2,3
258,6/11/2022,3,8500,800,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
259,6/19/2022,3,22000,1000,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
260,6/19/2022,2,7000,1000,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
261,6/25/2022,3,25000,1400,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent,5,5
262,6/11/2022,2,7000,600,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,1,4
263,6/13/2022,2,15000,723,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner,Ground,3
264,6/19/2022,1,6000,320,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
265,6/17/2022,2,8000,900,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
266,5/27/2022,3,40000,1400,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2,Contact Agent,Ground,2
267,6/24/2022,1,6000,2160,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,1,2
268,6/22/2022,2,15000,650,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
269,6/16/2022,2,6500,800,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
270,6/8/2022,3,8000,800,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
271,5/5/2022,1,5500,500,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
272,6/28/2022,3,9000,1700,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
273,4/27/2022,1,6000,130,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
274,5/14/2022,1,15000,505,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,Ground,3
275,7/4/2022,4,30000,4000,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3,Contact Agent,Ground,3
276,5/22/2022,3,30000,1250,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
277,6/15/2022,1,5000,700,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
278,6/12/2022,2,15000,900,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,1
279,6/26/2022,1,6500,650,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
280,6/29/2022,2,4500,750,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,Ground,1
281,5/7/2022,2,7000,450,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
282,6/25/2022,1,6500,350,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
283,6/12/2022,1,17500,480,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner,1,2
284,6/18/2022,2,10000,900,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
285,5/24/2022,1,1500,200,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
286,6/6/2022,3,25000,1100,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,2,3
287,4/28/2022,2,12000,800,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
288,6/5/2022,3,7500,1000,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,Ground,2
289,6/11/2022,1,7000,800,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
290,6/29/2022,1,3500,200,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Upper Basement,4
291,6/26/2022,3,10000,1190,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
292,5/17/2022,2,14000,900,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent,Ground,2
293,5/28/2022,2,15000,1500,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
294,5/15/2022,2,6500,600,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
295,5/14/2022,3,10000,800,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
296,5/9/2022,2,10500,800,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,2,Contact Owner,1,2
297,6/11/2022,3,10000,900,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
298,4/24/2022,1,5000,350,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
299,6/29/2022,2,9000,800,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
300,6/23/2022,2,20000,1600,Carpet Area,Jadavpur University,Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,3
301,5/12/2022,3,35000,1012,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
302,4/29/2022,3,15000,1200,Carpet Area,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,2
303,4/23/2022,2,20000,700,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1,2
304,5/9/2022,2,12000,1000,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
305,6/30/2022,2,8000,800,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,3
306,5/5/2022,1,3000,500,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
307,5/20/2022,3,20000,1200,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,Ground,1
308,6/10/2022,1,9000,450,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,Ground,2
309,6/25/2022,3,13000,950,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
310,6/30/2022,1,7000,350,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,2
311,6/3/2022,1,9000,450,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,3
312,5/3/2022,1,9000,550,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,Ground,2
313,5/19/2022,2,10000,300,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,1
314,5/9/2022,3,15000,1250,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
315,6/22/2022,2,7000,700,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
316,5/31/2022,3,8000,812,Super Area,Hooghly,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
317,6/21/2022,2,8000,550,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
318,6/22/2022,1,5000,500,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
319,6/23/2022,1,14000,320,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,1,Contact Owner,1,2
320,5/5/2022,2,5000,600,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
321,6/1/2022,2,5000,420,Carpet Area,Barasat,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
322,6/29/2022,3,12000,1100,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
323,6/29/2022,1,3200,220,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
324,6/10/2022,2,8500,700,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
325,6/6/2022,3,16000,1200,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,Ground,2
326,5/23/2022,2,14000,800,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
327,6/16/2022,1,8000,300,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,1,Contact Agent,Ground,1
328,5/26/2022,2,7000,650,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
329,5/30/2022,1,8000,600,Super Area,Garia,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1,2
330,6/8/2022,1,3000,350,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
331,6/14/2022,1,3800,500,Carpet Area,Nalta,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,3
332,6/10/2022,1,6500,400,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
333,5/4/2022,3,20000,1750,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,3
334,5/4/2022,3,30000,1600,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
335,6/13/2022,1,8000,300,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,Ground,2
336,6/25/2022,2,14000,1100,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
337,6/22/2022,2,7200,830,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
338,5/20/2022,2,7000,600,Carpet Area,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
339,6/1/2022,1,7000,500,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1,2
340,6/29/2022,2,7500,900,Carpet Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
341,6/30/2022,2,8500,1250,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner,Ground,1
342,6/3/2022,2,12000,700,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,Ground,2
343,6/22/2022,1,8500,850,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,1
344,6/29/2022,2,9500,550,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
345,6/30/2022,2,7500,550,Carpet Area,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,Ground,1
346,6/15/2022,2,12000,1200,Super Area,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
347,6/15/2022,3,20000,1100,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,Ground,1
348,6/29/2022,2,8500,650,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,1
349,6/15/2022,3,20000,1050,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,Ground,1
350,5/20/2022,2,6000,960,Super Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
351,5/30/2022,2,5500,650,Carpet Area,Joka,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
352,5/21/2022,1,7000,550,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
353,5/21/2022,2,7000,500,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
354,4/25/2022,1,6500,450,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1,Contact Owner,3,4
355,6/29/2022,2,10000,850,Super Area,Agarpara,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1,2
356,7/1/2022,1,5200,300,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,Ground,3
357,4/25/2022,2,13000,1000,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2
358,5/24/2022,2,7000,500,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
359,5/12/2022,2,12000,756,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
360,4/23/2022,1,15000,1000,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
361,5/5/2022,1,5000,150,Carpet Area,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
362,5/14/2022,1,8000,800,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
363,6/21/2022,2,8000,700,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2,Contact Agent,2,3
364,6/17/2022,1,5000,420,Super Area,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3,3
365,6/21/2022,2,10000,800,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1,Contact Agent,Ground,1
366,6/24/2022,2,12000,288,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2,3
367,6/11/2022,2,8000,900,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
368,7/3/2022,2,21000,850,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1,1
369,6/7/2022,1,5000,350,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,1
370,4/27/2022,2,9000,600,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
371,6/26/2022,2,8000,1600,Carpet Area,Kalyani,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,Ground,2
372,6/11/2022,2,7000,986,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2,3
373,7/3/2022,3,35000,1330,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1,3
374,5/14/2022,3,15000,1300,Super Area,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
375,5/22/2022,2,6200,800,Carpet Area,Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,2
376,5/26/2022,2,9900,800,Carpet Area,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
377,7/3/2022,2,7000,850,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,Ground,3
378,5/10/2022,1,5000,322,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,3
379,6/19/2022,2,6500,800,Carpet Area,Agarpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,Ground,2
380,7/3/2022,4,40000,1500,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent,Ground,2
381,6/8/2022,3,40000,3500,Super Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
382,6/26/2022,2,12000,957,Carpet Area,Dasnagar,Kolkata,Furnished,Bachelors,2,Contact Owner,1,2
383,5/18/2022,1,6500,850,Carpet Area,Baksara,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,3
384,6/23/2022,2,10000,900,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner,Ground,2
385,6/29/2022,2,15000,600,Super Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
386,5/9/2022,1,5000,350,Carpet Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,5
387,6/18/2022,2,7000,800,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
388,5/31/2022,2,6000,320,Carpet Area,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
389,4/29/2022,3,15000,800,Carpet Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
390,7/3/2022,2,10000,700,Carpet Area,Baghajatin,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,1,1
391,7/4/2022,2,22000,1200,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent,1,2
392,5/23/2022,2,8500,750,Carpet Area,Ramchandrapur north,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
393,7/4/2022,3,35000,1200,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent,Ground,3
394,6/12/2022,2,7000,450,Carpet Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
395,6/26/2022,3,8500,1430,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
396,5/9/2022,2,6000,450,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,3
397,6/28/2022,4,35000,800,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,Ground,1
398,6/3/2022,1,6000,400,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
399,4/23/2022,2,8000,650,Super Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
400,6/7/2022,1,5000,450,Carpet Area,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
401,5/24/2022,2,6000,600,Super Area,Belgharia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
402,6/10/2022,3,15000,1200,Carpet Area,Lake Town,Kolkata,Unfurnished,Family,2,Contact Owner,1,3
403,5/13/2022,2,9000,700,Carpet Area,Baguiati,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3,3
404,5/13/2022,1,5000,300,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors,1,Contact Agent,Ground,1
405,5/26/2022,3,8000,1200,Super Area,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,1,4
